,Unnamed: 0,Investigation.Type,Event.Date,Location,Country,Injury.Severity,Aircraft.damage,Aircraft.Category,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,Schedule,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Year,Make and Model,Total_passengers,Fatality_Pecentage,Serious_Inj_Percentage,Minor/NonInj_Percentage
33180,35830,Accident,1994-08-19,"PHOENIX, AZ",United States,Non-Fatal,,,Boeing,757200,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,167.0,VMC,Taxi,Probable Cause,1994,Boeing-757200,168.0,0.0,0.5952380952380952,99.40476190476193
33253,35915,Accident,1994-08-28,"CALDWELL, ID",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,2.0,0.0,VMC,Landing,Probable Cause,1994,Boeing-A75N1,2.0,0.0,0.0,100.0
33329,35995,Accident,1994-09-08,"ALIQUIPPA, PA",United States,Fatal(132),Destroyed,,Boeing,B737300,No,2.0,Turbo Fan,SCHD,132.0,0.0,0.0,0.0,VMC,Approach,Probable Cause,1994,Boeing-B737300,132.0,100.0,0.0,0.0
33409,36085,Accident,1994-09-19,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,,,Boeing,737400,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,131.0,IMC,Descent,Probable Cause,1994,Boeing-737400,132.0,0.0,0.7575757575757576,99.24242424242424
33624,36328,Incident,1994-11-02,"CHICAG0, IL",United States,Incident,Minor,,Boeing,747251B,No,4.0,Turbo Jet,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1994,Boeing-747251B,3.0,0.0,0.0,100.0
33634,36339,Accident,1994-11-05,"SAYVILLE, NY",United States,Fatal(2),Destroyed,,Boeing,A75N1,No,1.0,Reciprocating,,2.0,0.0,0.0,0.0,VMC,Maneuvering,Probable Cause,1994,Boeing-A75N1,2.0,100.0,0.0,0.0
33635,36340,Accident,1994-11-06,"ST PAUL, MN",United States,Non-Fatal,,,Boeing,757231,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,123.0,VMC,Taxi,Probable Cause,1994,Boeing-757231,124.0,0.0,0.8064516129032258,99.19354838709677
33689,36398,Incident,1994-11-18,"SPRINGFIELD, MO",United States,Incident,Minor,,Boeing,B737200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,57.0,IMC,Takeoff,Probable Cause,1994,Boeing-B737200,57.0,0.0,0.0,100.0
33709,36418,Accident,1994-11-22,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,727100,No,3.0,Turbo Fan,NSCH,0.0,1.0,0.0,5.0,VMC,Standing,Probable Cause,1994,Boeing-727100,6.0,0.0,16.666666666666664,83.33333333333334
33723,36432,Accident,1994-11-25,"TULSA, OK",United States,Non-Fatal,Substantial,,Boeing,75724Apf,No,2.0,Turbo Fan,NSCH,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1994,Boeing-75724Apf,2.0,0.0,0.0,100.0
33725,36435,Incident,1994-11-26,"HOUSTON, TX",United States,Incident,Minor,,Boeing,B737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,134.0,VMC,Standing,Probable Cause,1994,Boeing-B737300,134.0,0.0,0.0,100.0
33780,36495,Accident,1994-12-11,"ANCHORAGE, AK",United States,Non-Fatal,,,Boeing,7373M8 300,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,120.0,VMC,Climb,Probable Cause,1994,Boeing-7373M8 300,121.0,0.0,0.8264462809917356,99.17355371900827
33812,36530,Incident,1994-12-18,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747131,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,189.0,VMC,Landing,Probable Cause,1994,Boeing-747131,189.0,0.0,0.0,100.0
33826,36545,Accident,1994-12-21,"COVENTRY, Algeria",Algeria,Fatal(5),Destroyed,,Boeing,B7372D6C,No,,Unknown,NSCH,5.0,0.0,0.0,0.0,IMC,,Foreign,1994,Boeing-B7372D6C,5.0,100.0,0.0,0.0
33860,36581,Accident,1994-12-29,"VAN, Turkey",Turkey,Fatal(54),Destroyed,Airplane,Boeing,737400,No,,Unknown,SCHD,54.0,21.0,0.0,0.0,IMC,,Foreign,1994,Boeing-737400,75.0,72.0,28.000000000000004,0.0
33874,36596,Incident,1995-01-01,"HOUSTON, TX",United States,Incident,,,Boeing,7373A4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,66.0,VMC,Approach,Probable Cause,1995,Boeing-7373A4,66.0,0.0,0.0,100.0
33940,36666,Incident,1995-01-19,"ATLANTA, GA",United States,Incident,Minor,,Boeing,737247,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,28.0,IMC,Landing,Probable Cause,1995,Boeing-737247,28.0,0.0,0.0,100.0
33957,36687,Incident,1995-01-23,"ALBUQUERQUE, NM",United States,Incident,,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,37.0,VMC,Takeoff,Probable Cause,1995,Boeing-737300,37.0,0.0,0.0,100.0
33966,36696,Accident,1995-01-27,"DALLAS, TX",United States,Non-Fatal,,,Boeing,7372H4,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,124.0,VMC,Standing,Probable Cause,1995,Boeing-7372H4,125.0,0.0,0.8,99.2
33972,36703,Accident,1995-01-28,"BELLEVILLE, MI",United States,Non-Fatal,Substantial,,Boeing,747238B,No,4.0,Turbo Jet,,0.0,0.0,0.0,4.0,VMC,Takeoff,Probable Cause,1995,Boeing-747238B,4.0,0.0,0.0,100.0
33980,36712,Accident,1995-02-01,"SAN PAULO, BRAZIL",Brazil,Non-Fatal,Substantial,,Boeing,737200,No,,Unknown,SCHD,0.0,2.0,0.0,0.0,UNK,,Foreign,1995,Boeing-737200,2.0,0.0,100.0,0.0
34087,36823,Incident,1995-02-25,"CHICAGO, IL",United States,Incident,,,Boeing,747136,No,4.0,Turbo Jet,SCHD,0.0,0.0,0.0,357.0,VMC,Climb,Probable Cause,1995,Boeing-747136,357.0,0.0,0.0,100.0
34121,36859,Accident,1995-03-04,"GAVIOTA, CA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Cruise,Probable Cause,1995,Boeing-B75N1,2.0,0.0,0.0,100.0
34175,36915,Accident,1995-03-16,"ALMA, GA",United States,Non-Fatal,,,Boeing,727200,No,3.0,Turbo Fan,SCHD,0.0,1.0,5.0,132.0,VMC,Cruise,Probable Cause,1995,Boeing-727200,138.0,0.0,0.7246376811594203,99.27536231884058
34268,37017,Incident,1995-04-03,"DFW AIRPORT, TX",United States,Incident,Minor,,Boeing,727276,No,3.0,Turbo Jet,NSCH,0.0,0.0,2.0,158.0,VMC,Climb,Probable Cause,1995,Boeing-727276,160.0,0.0,0.0,100.0
34284,37034,Incident,1995-04-07,"CHICAGO, IL",United States,Incident,Minor,,Boeing,737222,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,116.0,VMC,Takeoff,Probable Cause,1995,Boeing-737222,116.0,0.0,0.0,100.0
34306,37058,Accident,1995-04-11,"SAN ANTONIO, TX",United States,Non-Fatal,,,Boeing,757223,No,2.0,Turbo Fan,SCHD,0.0,1.0,2.0,129.0,VMC,Other,Probable Cause,1995,Boeing-757223,132.0,0.0,0.7575757575757576,99.24242424242424
34322,37078,Accident,1995-04-13,"DENVER, CO",United States,Non-Fatal,Substantial,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,147.0,VMC,Landing,Probable Cause,1995,Boeing-737400,147.0,0.0,0.0,100.0
34469,37249,Accident,1995-05-13,"NEWBERG, OR",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-E75,1.0,0.0,0.0,100.0
34496,37280,Incident,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,737500,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,288.0,VMC,Taxi,Probable Cause,1995,Boeing-737500,288.0,0.0,0.0,100.0
34497,37281,Incident,1995-05-19,"NEWARK, NJ",United States,Incident,Minor,Airplane,Boeing,767383Er,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,288.0,VMC,Taxi,Probable Cause,1995,Boeing-767383Er,288.0,0.0,0.0,100.0
34498,37282,Accident,1995-05-19,"TALLAHASSEE, FL",United States,Non-Fatal,,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,94.0,VMC,Cruise,Probable Cause,1995,Boeing-737300,95.0,0.0,1.0526315789473684,98.94736842105264
34499,37283,Incident,1995-05-19,"BROOKSVILLE, FL",United States,Incident,,,Boeing,727227,No,3.0,Turbo Fan,SCHD,0.0,1.0,0.0,130.0,VMC,Cruise,Probable Cause,1995,Boeing-727227,131.0,0.0,0.7633587786259541,99.23664122137406
34536,37325,Accident,1995-05-24,"WEST PALM BEACH, FL",United States,Non-Fatal,Substantial,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,136.0,VMC,Taxi,Probable Cause,1995,Boeing-727232,136.0,0.0,0.0,100.0
34571,37363,Accident,1995-05-30,"RAWLINS, WY",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,1.0,VMC,Takeoff,Probable Cause,1995,Boeing-A75N1,2.0,0.0,0.0,100.0
34596,37390,Accident,1995-06-03,"PANAMA CITY, PANAMA",Panama,Non-Fatal,Substantial,,Boeing,B747238,No,,Unknown,NSCH,0.0,0.0,0.0,4.0,VMC,,Foreign,1995,Boeing-B747238,4.0,0.0,0.0,100.0
34632,37429,Accident,1995-06-08,"FAYETTEVILLE, GA",United States,Non-Fatal,Substantial,,Boeing,D75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Takeoff,Probable Cause,1995,Boeing-D75N1,1.0,0.0,0.0,100.0
34704,37510,Accident,1995-06-18,"HELENA, MT",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1995,Boeing-A75N1,2.0,0.0,0.0,100.0
34715,37523,Accident,1995-06-20,"CHAMPAGNE, IL",United States,Non-Fatal,,,Boeing,767222,No,2.0,Turbo Fan,SCHD,0.0,4.0,0.0,144.0,VMC,Cruise,Probable Cause,1995,Boeing-767222,148.0,0.0,2.702702702702702,97.2972972972973
34796,37617,Incident,1995-06-29,"ELKO, NV",United States,Incident,Minor,,Boeing,737200,No,2.0,Turbo Jet,SCHD,0.0,0.0,0.0,84.0,VMC,Descent,Probable Cause,1995,Boeing-737200,84.0,0.0,0.0,100.0
34838,37662,Incident,1995-07-04,"LAS VEGAS, NV",United States,Incident,Minor,,Boeing,727257,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,53.0,VMC,Landing,Probable Cause,1995,Boeing-727257,53.0,0.0,0.0,100.0
34848,37672,Incident,1995-07-05,"TEMPLE, TX",United States,Incident,Minor,,Saab_Scania,Sf340A,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,6.0,VMC,Takeoff,Probable Cause,1995,Saab_Scania-Sf340A,6.0,0.0,0.0,100.0
34965,37804,Incident,1995-07-18,"ORLANDO, FL",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,120.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,120.0,0.0,0.0,100.0
35041,37889,Accident,1995-07-28,"DALLAS, TX",United States,Non-Fatal,Minor,,Boeing,7373A4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,99.0,VMC,Taxi,Probable Cause,1995,Boeing-7373A4,99.0,0.0,0.0,100.0
35077,37929,Accident,1995-08-01,"VAN NUYS, CA",United States,Non-Fatal,Substantial,,Boeing,B75A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-B75A75N1,1.0,0.0,0.0,100.0
35092,37945,Accident,1995-08-04,"DETROIT, MI",United States,Non-Fatal,,,Boeing,757,No,2.0,Turbo Jet,SCHD,0.0,1.0,0.0,126.0,VMC,Cruise,Probable Cause,1995,Boeing-757,127.0,0.0,0.7874015748031495,99.21259842519686
35100,37953,Incident,1995-08-05,"CHARLOTTE, NC",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,83.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,83.0,0.0,0.0,100.0
35101,37954,Accident,1995-08-05,"ORLANDO, FL",United States,Non-Fatal,Substantial,,Boeing,727264,No,3.0,Turbo Jet,SCHD,0.0,0.0,0.0,165.0,VMC,Taxi,Probable Cause,1995,Boeing-727264,165.0,0.0,0.0,100.0
35138,37992,Accident,1995-08-09,"SAN VICENTE, El Salvador",El Salvador,Fatal(65),Destroyed,,Boeing,737200,No,,Unknown,SCHD,65.0,0.0,0.0,0.0,IMC,,Foreign,1995,Boeing-737200,65.0,100.0,0.0,0.0
35193,38053,Incident,1995-08-14,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747130,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,436.0,VMC,Climb,Probable Cause,1995,Boeing-747130,436.0,0.0,0.0,100.0
35197,38059,Accident,1995-08-14,"ENGLEWOOD, CO",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1995,Boeing-B75N1,1.0,0.0,0.0,100.0
35227,38089,Accident,1995-08-17,"PHILADELPHIA, PA",United States,Non-Fatal,Substantial,,Saab_Scania,Sf340A,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,31.0,VMC,Standing,Probable Cause,1995,Saab_Scania-Sf340A,31.0,0.0,0.0,100.0
35234,38096,Incident,1995-08-18,"LUBBOCK, TX",United States,Incident,Minor,,Boeing,7373H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,114.0,VMC,Takeoff,Probable Cause,1995,Boeing-7373H4,114.0,0.0,0.0,100.0
35291,38159,Accident,1995-08-24,"EVADALE, TX",United States,Non-Fatal,Substantial,,Boeing,A75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1995,Boeing-A75N1,1.0,0.0,0.0,100.0
35292,38160,Incident,1995-08-25,"FORT LAUDERDALE, FL",United States,Incident,,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,50.0,VMC,Descent,Probable Cause,1995,Boeing-7373B7,50.0,0.0,0.0,100.0
35380,38262,Accident,1995-09-06,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,7374Q8,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,78.0,VMC,Taxi,Probable Cause,1995,Boeing-7374Q8,78.0,0.0,0.0,100.0
35490,38383,Accident,1995-09-24,"MARLBOROUGH, MA",United States,Fatal(1),Minor,,Boeing,A75N1,No,1.0,Reciprocating,,1.0,1.0,0.0,1.0,VMC,Approach,Probable Cause,1995,Boeing-A75N1,3.0,33.33333333333333,33.33333333333333,33.33333333333333
35507,38401,Incident,1995-09-26,"FORT LAUDERDALE, FL",United States,Incident,,,Boeing,737400,No,2.0,Turbo Fan,SCHD,0.0,0.0,3.0,162.0,VMC,Takeoff,Probable Cause,1995,Boeing-737400,165.0,0.0,0.0,100.0
35602,38519,Accident,1995-10-17,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,,,Boeing,747422,No,4.0,Turbo Fan,SCHD,0.0,1.0,5.0,331.0,VMC,Cruise,Probable Cause,1995,Boeing-747422,337.0,0.0,0.2967359050445104,99.70326409495549
35641,38561,Accident,1995-10-23,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,747121,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,5.0,VMC,Takeoff,Probable Cause,1995,Boeing-747121,5.0,0.0,0.0,100.0
35673,38595,Incident,1995-10-29,"SAN FRANCISCO, CA",United States,Incident,,,Boeing,B737500,No,,Unknown,,0.0,0.0,0.0,3.0,IMC,Go-around,Probable Cause,1995,Boeing-B737500,3.0,0.0,0.0,100.0
35682,38605,Incident,1995-10-30,"LAS VEGAS, NV",United States,Incident,,,Boeing,7375H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,1.0,96.0,VMC,Climb,Probable Cause,1995,Boeing-7375H4,97.0,0.0,0.0,100.0
35689,38613,Accident,1995-11-01,PACIFIC OCEAN,PACIFIC OCEAN,Non-Fatal,,,Boeing,747122,No,4.0,Turbo Fan,SCHD,0.0,1.0,0.0,300.0,VMC,Cruise,Probable Cause,1995,Boeing-747122,301.0,0.0,0.3322259136212625,99.66777408637873
35693,38617,Incident,1995-11-02,"PORTLAND, ME",United States,Incident,Minor,,Boeing,7373B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,62.0,IMC,Takeoff,Probable Cause,1995,Boeing-7373B7,62.0,0.0,0.0,100.0
35703,38627,Accident,1995-11-03,"FAYETTEVILLE, NC",United States,Non-Fatal,Substantial,,Boeing,B17G,No,4.0,Reciprocating,,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1995,Boeing-B17G,3.0,0.0,0.0,100.0
35707,38631,Accident,1995-11-04,"WAUCHULA, FL",United States,Non-Fatal,Substantial,,Boeing,E75N1,No,1.0,Reciprocating,,0.0,0.0,2.0,0.0,VMC,Cruise,Probable Cause,1995,Boeing-E75N1,2.0,0.0,0.0,100.0
35714,38638,Accident,1995-11-07,"PENSACOLA, FL",United States,Non-Fatal,,,Boeing,737200,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,58.0,IMC,Descent,Probable Cause,1995,Boeing-737200,59.0,0.0,1.6949152542372878,98.30508474576271
35715,38640,Incident,1995-11-07,"PANAMA CITY, Panama",Panama,Incident,Minor,Airplane,Boeing,B727224,No,,Unknown,SCHD,0.0,0.0,2.0,10.0,UNK,,Foreign,1995,Boeing-B727224,12.0,0.0,0.0,100.0
35752,38680,Incident,1995-11-17,"CORSICANA, TX",United States,Incident,,,Saab_Scania,340B,No,2.0,Turbo Prop,SCHD,0.0,0.0,0.0,33.0,VMC,Descent,Probable Cause,1995,Saab_Scania-340B,33.0,0.0,0.0,100.0
35782,38716,Accident,1995-11-25,"PORTLAND, OR",United States,Non-Fatal,,,Boeing,737522,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,111.0,VMC,Descent,Probable Cause,1995,Boeing-737522,112.0,0.0,0.8928571428571428,99.10714285714286
35809,38745,Accident,1995-11-29,"CHINO, CA",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Maneuvering,Probable Cause,1995,Boeing-B75N1,1.0,0.0,0.0,100.0
35826,38766,Accident,1995-12-03,"DOUALA, Cameroon",Cameroon,Fatal(72),Destroyed,,Boeing,B737200,No,,Unknown,SCHD,72.0,5.0,0.0,0.0,VMC,,Foreign,1995,Boeing-B737200,77.0,93.5064935064935,6.493506493506493,0.0
35839,38779,Incident,1995-12-06,"JAMAICA, NY",United States,Incident,Minor,,Boeing,747240,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,255.0,VMC,Takeoff,Probable Cause,1995,Boeing-747240,255.0,0.0,0.0,100.0
35846,38786,Incident,1995-12-07,"BOISE, ID",United States,Incident,Minor,,Boeing,727232,No,3.0,Turbo Fan,SCHD,0.0,0.0,0.0,130.0,IMC,Landing,Probable Cause,1995,Boeing-727232,130.0,0.0,0.0,100.0
35854,38794,Incident,1995-12-10,"AMSTERDAM, Netherlands",Netherlands,Incident,Minor,,Boeing,747212B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,306.0,IMC,Go-around,Probable Cause,1995,Boeing-747212B,306.0,0.0,0.0,100.0
35902,38846,Accident,1995-12-20,"BUGA, Colombia",Colombia,Fatal(160),Destroyed,Airplane,Boeing,B757,No,,Unknown,SCHD,160.0,4.0,0.0,0.0,VMC,,Foreign,1995,Boeing-B757,164.0,97.56097560975608,2.4390243902439024,0.0
35906,38850,Accident,1995-12-20,"JAMAICA, NY",United States,Non-Fatal,Substantial,,Boeing,747136,No,4.0,Turbo Fan,SCHD,0.0,1.0,24.0,443.0,IMC,Takeoff,Probable Cause,1995,Boeing-747136,468.0,0.0,0.2136752136752137,99.78632478632478
35942,38888,Accident,1995-12-29,"ATLANTA, GA",United States,Non-Fatal,Substantial,,Boeing,737232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,58.0,VMC,Standing,Probable Cause,1995,Boeing-737232,58.0,0.0,0.0,100.0
35967,38914,Incident,1996-01-05,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,747251B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,385.0,VMC,Climb,Probable Cause,1996,Boeing-747251B,385.0,0.0,0.0,100.0
36044,38995,Accident,1996-01-23,"MIAMI, FL",United States,Non-Fatal,Substantial,,Boeing,747243B,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,459.0,VMC,Taxi,Probable Cause,1996,Boeing-747243B,459.0,0.0,0.0,100.0
36056,39008,Accident,1996-01-27,"BARSTOW, CA",United States,Non-Fatal,Substantial,,Boeing,A75,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Descent,Probable Cause,1996,Boeing-A75,1.0,0.0,0.0,100.0
36062,39015,Accident,1996-01-28,"BERNAL, NM",United States,Non-Fatal,Substantial,,Boeing,B75N1,No,1.0,Reciprocating,,0.0,0.0,1.0,0.0,VMC,Cruise,Probable Cause,1996,Boeing-B75N1,1.0,0.0,0.0,100.0
36082,39035,Accident,1996-02-06,"PUERTO PLATA, Dominican Republic",Dominican Republic,Fatal(189),Destroyed,,Boeing,757200,No,,Unknown,NSCH,189.0,0.0,0.0,0.0,VMC,,Foreign,1996,Boeing-757200,189.0,100.0,0.0,0.0
36144,39103,Accident,1996-02-20,"PORTLAND, OR",United States,Non-Fatal,,,Boeing,767332,No,2.0,Turbo Fan,SCHD,0.0,1.0,3.0,139.0,VMC,Taxi,Probable Cause,1996,Boeing-767332,143.0,0.0,0.6993006993006993,99.30069930069929
36148,39108,Incident,1996-02-20,"PITTSBURGH, PA",United States,Incident,,,Boeing,7672B7,No,2.0,Turbo Fan,SCHD,0.0,0.0,7.0,140.0,VMC,Approach,Probable Cause,1996,Boeing-7672B7,147.0,0.0,0.0,100.0
36149,39109,Incident,1996-02-20,"WASHINGTON, DC",United States,Incident,Minor,,Boeing,737130,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,79.0,IMC,Landing,Probable Cause,1996,Boeing-737130,79.0,0.0,0.0,100.0
36153,39113,Accident,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Minor,,Boeing,757232,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,91.0,VMC,Taxi,Probable Cause,1996,Boeing-757232,91.0,0.0,0.0,100.0
36154,39114,Accident,1996-02-20,"FAIRBANKS, AK",United States,Non-Fatal,Substantial,,Boeing,757222,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,91.0,VMC,Standing,Probable Cause,1996,Boeing-757222,91.0,0.0,0.0,100.0
36161,39121,Incident,1996-02-22,"MIAMI, FL",United States,Incident,Minor,,Boeing,707323C,No,4.0,Turbo Fan,NSCH,0.0,0.0,0.0,4.0,VMC,Cruise,Probable Cause,1996,Boeing-707323C,4.0,0.0,0.0,100.0
36196,39158,Accident,1996-02-29,"AREQUIPA, Peru",Peru,Fatal(123),Destroyed,,Boeing,737222,No,,Turbo Jet,SCHD,123.0,0.0,0.0,0.0,IMC,,Foreign,1996,Boeing-737222,123.0,100.0,0.0,0.0
36285,39253,Accident,1996-03-20,"JACKSONVILLE, FL",United States,Non-Fatal,Substantial,,Boeing,737200,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,62.0,VMC,Takeoff,Probable Cause,1996,Boeing-737200,62.0,0.0,0.0,100.0
36301,39270,Accident,1996-03-23,"TAOS, NM",United States,Non-Fatal,,,Boeing,B757222,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,140.0,VMC,Cruise,Probable Cause,1996,Boeing-B757222,141.0,0.0,0.7092198581560284,99.29078014184395
36322,39294,Accident,1996-03-27,"MEMPHIS, TN",United States,Non-Fatal,Substantial,,Boeing,727225,No,3.0,Turbo Fan,NSCH,0.0,0.0,0.0,3.0,VMC,Taxi,Probable Cause,1996,Boeing-727225,3.0,0.0,0.0,100.0
36353,39332,Accident,1996-04-03,"DUBROVNIK, Croatia",Croatia,Fatal(33),Destroyed,,Boeing,Ct42A,No,,Unknown,UNK,33.0,0.0,0.0,0.0,IMC,,Foreign,1996,Boeing-Ct42A,33.0,100.0,0.0,0.0
36375,39358,Accident,1996-04-07,ATLANTIC OCEAN,ATLANTIC OCEAN,Non-Fatal,,,Boeing,757200,No,2.0,Turbo Fan,SCHD,0.0,1.0,0.0,193.0,UNK,Cruise,Probable Cause,1996,Boeing-757200,194.0,0.0,0.5154639175257731,99.48453608247421
36492,39488,Incident,1996-04-28,"CHICAGO, IL",United States,Incident,,,Boeing,727222A,No,3.0,Turbo Jet,SCHD,0.0,0.0,1.0,135.0,IMC,Descent,Probable Cause,1996,Boeing-727222A,136.0,0.0,0.0,100.0
36506,39502,Incident,1996-04-30,"ONTARIO, CA",United States,Incident,Minor,,Boeing,7373003H4,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,132.0,VMC,Approach,Probable Cause,1996,Boeing-7373003H4,132.0,0.0,0.0,100.0
36563,39566,Incident,1996-05-10,"DALLAS, TX",United States,Incident,Minor,,Boeing,737300,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,50.0,VMC,Landing,Probable Cause,1996,Boeing-737300,50.0,0.0,0.0,100.0
36571,39576,Accident,1996-05-11,"TAOS, NM",United States,Non-Fatal,Substantial,,Boeing,E75,No,1.0,Reciprocating,,0.0,0.0,0.0,2.0,VMC,Landing,Probable Cause,1996,Boeing-E75,2.0,0.0,0.0,100.0
36579,39584,Incident,1996-05-12,"INDIANAPOLIS, IN",United States,Incident,,,Boeing,727290,No,3.0,Turbo Fan,SCHD,0.0,0.0,11.0,101.0,VMC,Cruise,Probable Cause,1996,Boeing-727290,112.0,0.0,0.0,100.0
36614,39626,Incident,1996-05-19,"LOS ANGELES, CA",United States,Incident,Minor,,Boeing,747273C,No,4.0,Turbo Fan,SCHD,0.0,0.0,0.0,3.0,VMC,Climb,Probable Cause,1996,Boeing-747273C,3.0,0.0,0.0,100.0
36667,39684,Incident,1996-05-28,"BOSTON, MA",United States,Incident,Minor,,Boeing,76731Aer,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,202.0,VMC,Cruise,Probable Cause,1996,Boeing-76731Aer,202.0,0.0,0.0,100.0
36673,39690,Accident,1996-05-28,"PAGE, AZ",United States,Non-Fatal,Substantial,,Boeing,B75A75N1,No,1.0,Reciprocating,,0.0,0.0,0.0,1.0,VMC,Landing,Probable Cause,1996,Boeing-B75A75N1,1.0,0.0,0.0,100.0
36728,39749,Accident,1996-06-06,"SAN FRANCISCO, CA",United States,Non-Fatal,Minor,,Boeing,767223,No,2.0,Turbo Fan,SCHD,0.0,0.0,0.0,220.0,VMC,Taxi,Probable Cause,1996,Boeing-767223,220.0,0.0,0.0,100.0
